Variablenübersicht (nur generierte und nicht interne Variablen);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Studie;Thema und Fragebogenausschnitt;Unterthema;Varname;;DStyp ID;Datensatztyp;Varlabel;Originalvariable;Dateninfo;SyntaxGenVar;VarLevel; Valuelabel Set;Ausprägungen;Text Dt
GEDA19;Soziodemografie (1704);Beruf, berufl. Stellung (170403);SDbrancheB;;17;Abt2_DS;Branche/Wirtschaftszweig Tätigkeit;SDbrancheB_h1 SDbrancheB_h2 SDbrancheB_h3 SDbrancheB_h4;SdbrancheB ist die Zusammenbfassung der vier Hilfsvariablen zu einer. SDbrancheB ist Missing, wenn SDbrancheB_h1 nicht beantwortet wurde.;" SDbrancheB=SDbrancheB_h1;

 if SDbrancheB_h2=1 then SDbrancheB=12;
 if SDbrancheB_h2=2 then SDbrancheB=13;
 if SDbrancheB_h2=3 then SDbrancheB=14;
 if SDbrancheB_h2=4 then SDbrancheB=15;

if SDbrancheB_h3=1 then SDbrancheB=16;
if SDbrancheB_h3=2 then SDbrancheB=17;
if SDbrancheB_h3=3 then SDbrancheB=18;

if SDbrancheB_h4=1 then SDbrancheB=19;
if SDbrancheB_h4=2 then SDbrancheB=20;
if SDbrancheB_h4=3 then SDbrancheB=21;
if SDbrancheB_h4=4 then SDbrancheB=22;
if SDbrancheB_h4=5 then SDbrancheB=23;
if SDbrancheB_h4=6 then SDbrancheB=24;
if SDbrancheB_h4=7 then SDbrancheB=25;";Nominal;SDbrancheB;;
;;;;;;;;;;;;;-96;Filterbedingt fehlend
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Erziehung und Unterricht
;;;;;;;;;;;;;10;Land- und Forstwirtschaft, Fischerei
;;;;;;;;;;;;;11;Grundstücks- und Wohnungswesen
;;;;;;;;;;;;;12;Verarbeitendes Gewerbe/Herstellung von Waren
;;;;;;;;;;;;;13;Energieversorgung
;;;;;;;;;;;;;14;"Wasserversorgung; Abwasser- und Abfallentsorg./ Beseitigung v. Umweltverschmutzung"
;;;;;;;;;;;;;15;Bergbau und Gewinnung von Erdöl, Erdgas, Steinen und Erden
;;;;;;;;;;;;;16;Groß- und Einzelhandel, Reparatur von Kraftfahrzeugen
;;;;;;;;;;;;;17;"Personen- und Güterverkehr; Lagerei, auch Post-, Kurierdienst"
;;;;;;;;;;;;;18;Gastgewerbe/Beherbergung und Gastronomie
;;;;;;;;;;;;;19;Freiberufliche, wissenschaftliche und technische Dienstleistungen
;;;;;;;;;;;;;2;Gesundheits- und Sozialwesen
;;;;;;;;;;;;;20;Sonstige wirtschaftliche Dienstleistungen für Unternehmen und Privatpersonen
;;;;;;;;;;;;;21;Überwiegend personenbezogene Dienstleistungen, allgemeine Reparaturen von Waren
;;;;;;;;;;;;;22;Gewerkschaft, Verband, Partei und sonst. Interessenvertretung, kirchl./religiöse Vereinigung
;;;;;;;;;;;;;23;Kunst, Unterhaltung, Sport und Erholung, z.B. Theater oder Fitnesszentrum
;;;;;;;;;;;;;24;Konsulat, Botschaft, internationale und supranationale Organisation
;;;;;;;;;;;;;25;Privater Haushalt mit Beschäftigten
;;;;;;;;;;;;;3;Öff. Verwaltung, Gerichte, Sozialvers., Öff. Sicherheit, Verteidigung
;;;;;;;;;;;;;4;Verarbeitendes Gewerbe/Herstellung von Waren, Bergbau und Gewinnung von Steinen
;;;;;;;;;;;;;5;Handel, Verkehr und Lagerei, Gastgewerbe
;;;;;;;;;;;;;6;Information und Kommunikation
;;;;;;;;;;;;;7;Banken oder Finanz- und Versicherungsdienstleister
;;;;;;;;;;;;;8;Baugewerbe, Hoch- oder Tiefbau
;;;;;;;;;;;;;9;Dienstleistungen, Interessenvertretungen
GEDA19;Soziodemografie (1704);Beruf, berufl. Stellung (170403);SDjobstatB;;17;Abt2_DS;Stellung im Beruf;SDmainstat;"Neu generiert für EHIS, abweichende Kodierung von GEDA14.
Wer SDmainstatB=10 hat, der wird gemäß der Angabe in SDbestD unterteilt nach Arbeitnehmern, Selbständigen mit und ohne Angestellten sowie mithelfenden Familienangehörigen ohne Entgelt.
Missing ist, wenn Sdmainstat ungleich 10 ist oder keine Angabe bei SDbestD gemacht wurde.";"
if SDmainstatB = 10 then do;
 if SDbestD = 5 then SDjobstatB = 11;
 if SDbestD = 6 then SDjobstatB = 12;
 if SDbestD in (1 2 3 8 9) then SDjobstatB = 20;
 if SDbestD = 7 then SDjobstatB = 30;
if  (SDbestD = 4 and SDbetriebz_k > 1) then SDjobstatB=11;
if   (SDbestD = 4 and SDbetriebzB > 1) then SDjobstatB=11;
if  (SDbestD = 4 and SDbetriebzB = 1) then SDjobstatB=12;
end;
 if SDbestD = .  then SDjobstatB=.F;

/*01.06.2021 SSB Korrektur ergänzt für Eurostat*/
IF SDmainstatB NE 10 THEN SDjobstatB=.F;";Nominal;SDjobstatB;;
;;;;;;;;;;;;;-96;Filterbed. fehlend (nicht erwerbstätig)
;;;;;;;;;;;;;11;Selbstständiger mit Angestellten
;;;;;;;;;;;;;12;Selbständiger ohne Angestellte
;;;;;;;;;;;;;20;Arbeitnehmer
;;;;;;;;;;;;;30;Mithelfende/r Famiienangehörig/r, unbezahlt
GEDA19;Soziodemografie (1704);Beruf, berufl. Stellung (170403);SDlocnaceB;;17;Abt2_DS;Ökon. Sektor der Beschäftigung (EHIS);SDmainstatB SDbrancheB_h1 SDbrancheB_h2 SDbrancheB_h3 SDbrancheB_h4;"Der Ökonomische Sektor der Beschäftigung wird von Eurostat benötigt.

Gebildet wird er aus denVariablen zur Branche.
Voraussetzung ist, dass SDmainstatB mit ""10"" kodiert wurde.
SDlocnaceB ist Missing, wenn SDmainstatB nicht ""10"" ist oder eine der Branchenvariablen nicht beantwortet wurden.";"if SDbrancheB_h1=10 then SDlocnaceB = '1';
if (SDbrancheB_h1=4 and SDbrancheB_h2=4) then SDlocnaceB = '2';
if (SDbrancheB_h1=4 and SDbrancheB_h2=1) then SDlocnaceB = '3';
if (SDbrancheB_h1=4 and SDbrancheB_h2=2) then SDlocnaceB = '4';
if (SDbrancheB_h1=4 and SDbrancheB_h2=3) then SDlocnaceB = '5';
if SDbrancheB_h1=8 then SDlocnaceB = '6';
if (SDbrancheB_h1=5 and SDbrancheB_h3=1) then SDlocnaceB='7';
if (SDbrancheB_h1=5 and SDbrancheB_h3=2) then SDlocnaceB='8';
if (SDbrancheB_h1=5 and SDbrancheB_h3=3) then SDlocnaceB='9';
if SDbrancheB_h1=6 then SDlocnaceB='10';
if SDbrancheB_h1=7 then SDlocnaceB='11';
if SDbrancheB_h1=11 then SDlocnaceB='12';
if (SDbrancheB_h1=9 and SDbrancheB_h4=1) then SDlocnaceB='13';
if (SDbrancheB_h1=9 and SDbrancheB_h4=2) then SDlocnaceB='14';
if SDbrancheB_h1=3 then SDlocnaceB='15';
if SDbrancheB_h1=1 then SDlocnaceB='16';
if SDbrancheB_h1=2 then SDlocnaceB='17';
if (SDbrancheB_h1=9 and SDbrancheB_h4=5) then SDlocnaceB='18';
if (SDbrancheB_h1=9 and SDbrancheB_h4 in (3 4)) then SDlocnaceB='19';
if (SDbrancheB_h1=9 and SDbrancheB_h4=7) then SDlocnaceB='20';
if (SDbrancheB_h1=9 and SDbrancheB_h4=6) then SDlocnaceB='21';
if SDmainstatB NE 10 then SDlocnaceB='.F';";Nominal;SDlocnaceB;;
;;;;;;;;;;;;;-96;Filterbed. fehlend
;;;;;;;;;;;;;1;A Landwirtschaft, Forstwirtschaft und Fischerei
;;;;;;;;;;;;;10;J Information und Kommunikation
;;;;;;;;;;;;;11;K Erbringung von Finanz- und Versicherungsdienstleistungen
;;;;;;;;;;;;;12;L Grundstücks- und Wohnungswesen
;;;;;;;;;;;;;13;M Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen
;;;;;;;;;;;;;14;N Erbringung von sonstigen wirtschaftlichen Dienstleistungen
;;;;;;;;;;;;;15;"O Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
;;;;;;;;;;;;;16;P Erziehung und Unterricht
;;;;;;;;;;;;;17;Q Gesundheits- und Sozialwesen
;;;;;;;;;;;;;18;R Kunst, Unterhaltung und Erholung
;;;;;;;;;;;;;19;S Erbringung von sonstigen Dienstleistungen
;;;;;;;;;;;;;2;B Bergbau und Gewinnung von Steinen und Erden
;;;;;;;;;;;;;20;T Private Haushalte mit Hauspersonal
;;;;;;;;;;;;;21;U Exterritoriale Organisationen und Körperschaften
;;;;;;;;;;;;;3;C Verarbeitendes Gewerbe/Herstellung von Waren
;;;;;;;;;;;;;4;D Energieversorgung
;;;;;;;;;;;;;5;"E Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzung"
;;;;;;;;;;;;;6;F Baugewerbe/Bau
;;;;;;;;;;;;;7;"G Handel; Instandhaltung und Reparatur von Kraftfahrzeugen"
;;;;;;;;;;;;;8;H Verkehr und Lagerei
;;;;;;;;;;;;;9;I Gastgewerbe/Beherbergung und Gastronomie
GEDA19;Soziodemografie (1704);Beruf, berufl. Stellung (170403);SDft_ptB;;17;Abt2_DS;Voll- oder Teilzeit erwerbstätig;SDerwt0aB SDmainstatB;"Die Variable SDft_ptB bildet ab, ob jemand Voll- oder Teilzeit beschäftigt ist.
Voraussetzung ist dafür, dass SDmainstatB mit 10 (erwerbstätig) kodiert ist. Ist SDmainstatB ungleich 10, wird SDft_ptB mit Filterbedingt fehlend kodiert.
Der Versionsbuchstabe ist notwendig, da SDerwt0aB und SDmainstatB beide auch einen Versionsbuchstaben haben.";"if SDerwt0aB in (1) then SDft_ptB = 1;
if SDerwt0aB in (2 3 ) then SDft_ptB = 2;
if SDmainstatB NE 10 then SDft_ptB = .F;";Nominal;SDft_pt;;
;;;;;;;;;;;;;-96;Filterbed. fehlend (nicht erwerbstätig)
;;;;;;;;;;;;;1;Vollzeit
;;;;;;;;;;;;;2;Teilzeit
GEDA19;Soziodemografie (1704);Erwerbstätigkeit, Arbeitslosigkeit (170404);SDmainstatB;;17;Abt2_DS;Erwerbstätigkeit (EHIS);SDerwt0a SDbestD;"Es gibt Unterschiede zwischen der EHIS Welle 2 und Welle 3 bei der Kodierung und den Labels der Antwortmöglichekeiten. Die Antwortmöglichkeiten ""Erwerbstätig"" und ""Arbeitslos"" sind gleich geblieben, alle anderen haben jedoch sich in der Kodierung und in der Beschreibung geändert. Deshalb wurde an die Variable SDmainstat ein Versionsbuchstabe in GEDA19 angehängt.";"/*Bildung der MAINSTAT für EHIS (Hinweis: s. Dateninfo Unterschiede zw. EHIS W2 und EHIS W3)*/
if SDerwt0aB > 0 and SDerwt0aB < 4 then SDmainstatB = 10;
if SDerwt0aB = 8 then SDmainstatB = 70;
if SDerwt0aB = 4 then SDmainstatB = 20;
if SDerwt0aB = 5 then SDmainstatB = 30;
if SDerwt0aB = 6 then SDmainstatB = 40;
if SDerwt0aB = 7 then SDmainstatB = 50;
if SDerwt0aB = 9 then SDmainstatB = 60;
if SDerwt0aB = 10 then SDmainstatB = 80;
/*Sonderfälle werden nicht berücksichtigt, da es keine gibt*/";Nominal;SDmainstatB;;
;;;;;;;;;;;;;10;Erwerbstätig
;;;;;;;;;;;;;20;Arbeitslos
;;;;;;;;;;;;;30;Ruhestand
;;;;;;;;;;;;;40;Arbeitsunfähig wegen langjähriger gesundheitl. Probleme
;;;;;;;;;;;;;50;Schüler, Student
;;;;;;;;;;;;;60;Hausfrau, -mann
;;;;;;;;;;;;;70;Wehr- oder Zivildienst
;;;;;;;;;;;;;80;Aus and. Gründen nicht erwerbstätig
GEDA19;Migrationsstatus (1705);Migrationsstatus (170500);MIbirthplace;;17;Abt2_DS;Geburtsland (EHIS);MIland MIland_t;"Herkunftsland für EHIS, anonymisiert in 3 Gruppen, ohne einzelne Länder außer Deutschland zu nennen.

Mibirthplace ist Missing, wenn nichts über den Vertriebenenstatus bekannt ist oder Angaben zum Geburtsland fehlen.";"*MIbirthplace;
if MIland_c not in ( 152 154 155 164 165 124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161  181) then MIbirthplace=22;
if MIland_c in (127 139 146 152 154 155 160 162 164 166 165 169) and MIvert=1 then MIbirthplace=10;
if MIland_c in (127 139 152 154 155 162 164 165 ) and MIvert NE 1 then MIbirthplace=21;
if MIland_c in (127 139 152 154 155 162 164 165 ) and MIvert in (.K .W) then MIbirthplace=.;
if MIland_c in (146 160 166 169) and MIvert NE 1 then MIbirthplace=22;
if MIland_c in (124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161 181 ) then MIbirthplace=21;
if MIland=1 then MIbirthplace=10;
if MIland in (. .K .W) then MIbirthplace=.;
if MIland_c in (. .K .W) then MIbirthplace=.;";Nominal;MIbirthplace;;
;;;;;;;;;;;;;10;Deutschland
;;;;;;;;;;;;;21;Geboren in einem anderen EU Staat
;;;;;;;;;;;;;22;Geboren in einem Nicht-EU-Staat
GEDA19;Migrationsstatus (1705);Migrationsstatus (170500);MIbirthplacemoth_k;;17;Abt2_DS;Geburtsland Mutter (EHIS), gruppiert;MIlandm MIlandm_c;"Herkunftsland der Mutter für Eurostat, anonymisiert in 3 Gruppen, ohne einzelne Länder, außer Deutschland, zu nennen.

Mibirthplacemoth_k ist Missing, wenn nichts über den Vertriebenenstatus bekannt ist oder Angaben zum Geburtsland fehlen.";"if MIlandm_c not in ( 152 154 155 164 165 124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161  181) then MIbirthplacemoth_k=22;
if MIlandm_c in (127 139 146 152 154 155 160 162 164 166 165 169) and MIvertm=1 then MIbirthplacemoth_k=10;
if MIlandm_c in (127 139 152 154 155 162 164 165 ) and MIvertm NE 1 then MIbirthplacemoth_k=21;
if MIlandm_c in (127 139 152 154 155 162 164 165 ) and MIvertm in (.K .W) then MIbirthplacemoth_k=.;
if MIlandm_c in (146 160 166 169) and MIvertm NE 1 then MIbirthplacemoth_k=22;
if MIlandm_c in (124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161 181 ) then MIbirthplacemoth_k=21;
if MIlandm=1 then MIbirthplacemoth_k=10;
if MIlandm in (. .K .W) then MIbirthplacemoth_k=.;
if MIlandm_c in (. .K .W) then MIbirthplacemoth_k=.;";Nominal;MIbirthplace;;
;;;;;;;;;;;;;10;Deutschland
;;;;;;;;;;;;;21;Geboren in einem anderen EU Staat
;;;;;;;;;;;;;22;Geboren in einem Nicht-EU-Staat
GEDA19;Migrationsstatus (1705);Migrationsstatus (170500);MIbirthplacefath_k;;17;Abt2_DS;Geburtsland Vater (EHIS), gruppiert;MIlandv MIlandv_c;"Herkunftsland des Vaters für Eurostat, anonymisiert in 3 Gruppen, ohne einzelne Länder, außer Deutschland, zu nennen.

Mibirthplacefath_k ist Missing, wenn nichts über den Vertriebenenstatus bekannt ist oder Angaben zum Geburtsland fehlen.";"if MIlandv_c not in ( 152 154 155 164 165 124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161  181) then MIbirthplacefath_k=22;
if MIlandv_c in (127 139 146 152 154 155 160 162 164 166 165 169) and MIvertv=1 then MIbirthplacefath_k=10;
if MIlandv_c in (127 139 152 154 155 162 164 165 ) and MIvertv NE 1 then MIbirthplacefath_k=21;
if MIlandv_c in (127 139 152 154 155 162 164 165 ) and MIvertv in (.K .W) then MIbirthplacefath_k=.;
if MIlandv_c in (146 160 166 169) and MIvertv NE 1 then MIbirthplacefath_k=22;
if MIlandv_c in (124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161 181 ) then MIbirthplacefath_k=21;
if MIlandv=1 then MIbirthplacefath_k=10;
if MIlandv in (. .K .W) then MIbirthplacefath_k=.;
if MIlandv_c in (. .K .W) then MIbirthplacefath_k=.;";Nominal;MIbirthplace;;
;;;;;;;;;;;;;10;Deutschland
;;;;;;;;;;;;;21;Geboren in einem anderen EU Staat
;;;;;;;;;;;;;22;Geboren in einem Nicht-EU-Staat
GEDA19;Migrationsstatus (1705);Migrationsstatus (170500);MIcitizen;;17;Abt2_DS;Staatsangehörigkeit;MIdeutsch, MIstaat1_c, MIstaat2, MIstaat2_c;"MIcitizen gruppiert die Staatsangehörigkeit in 3 Kategoreine für Eurostat. Es werden außer Deutsch keine einzelnen Staatsangeörigkeiten genannt.
Hat der Befragte mehrere Staatsangehörigkeiten, so gilt stets die Erstgenannte.
Micitizen ist Missing, wenn keine Angabe zur Staatsangehörigkeit vorliegt...";"*MIcitizen;
if MIdeutsch=1 then MIcitizen=10;
if MIdeutsch=2 and MIstaat1_c in ( 124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161  181 152 154 155 164 165) then MIcitizen=21;
if MIdeutsch=2 and MIstaat1_c not in (0 124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161  181 152 154 155 164 165) then MIcitizen=22;

if MIstaat1_c=997 then MIcitizen=.;
if MIdeutsch=2 and MIstaat2_c in ( 124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161  181 152 154 155 164 165) then Micitizen=21;

if MIdeutsch in (. .K .W) then MIcitizen=.;
if MIdeutsch=2 and MIstaat1_c in (. .K .W) then MIcitizen=.;
if MIdeutsch=2 and MIstaat1_c =. and MIstaat2_c in ( 124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161 181 152 154 155 164 165)  then MIcitizen=21;
if MIdeutsch=.W and MIstaat1_c =.E and MIstaat2_c in ( 124 125 126 127 128 129 130 134 135 137 139 142 143 145 148 151 153 157  131 161 181 152 154 155 164 165)  then MIcitizen=21;";Nominal;MIcitizen;;
;;;;;;;;;;;;;10;Deutsch
;;;;;;;;;;;;;21;Nichtdeutsch, aber EU
;;;;;;;;;;;;;22;Nichtdeutsch und Nicht-EU
GEDA19;Migrationsstatus (1705);Migrationsstatus (170500);MImigback;;17;Abt2_DS;Migrationshintergrund;MIland MIland_c MIvert MIlandm MIlandm_c MIvertm MIlandv MIlandv_c MIvertv;"Der Migrationshintergrund wurde analog zu GEDA14 definiert.
Vorab wurde das Geburtsland ggf angepasst, wenn es sich bei dem Befragten oder seinen Eltern um Vertriebene handelte.

Wer in Deutschland geboren ist und Vater oder Mutter sind deutsch, hat keinen Migrationshintergrund.
Wenn Vater und Mutter in Deutschland geboren sind hat der Befragte keinen Migrationshintergrund.


Sind Vater und Mutter nicht in Deutschland geborgen, liegt ein beidseitiger Migrationshintergrund vor.
Ebenso wenn der Befragte und ein Elternteil  nicht in Deutschland geboren sind.

Ein einseitiger Migrationshintergrund liegt vor, wenn der Befragte sowie ein Elternteil  in Deutschland geboren sind, der andere Elternteil jedoch nicht.

MImigback ist Missing, wenn zu wenig Informationen zu den Geburtsländern vorlagen.";"
if (MIland=1 and (MIvater_h=1 or MImutter_h=1)) then MImigback=0;
if (MIvater_h=1 and MImutter_h=1) then MImigback=0;
if (MIvater_h=2 and MImutter_h=2) then MImigback=2;
if (MIland=2 and (MIvater_h=2 or  MImutter_h=2)) then MImigback=2;
if (MIland=1 and (MIvater_h=2 and  MImutter_h=1)) then MImigback=1;
if (MIland=1 and (MIvater_h=1 and  MImutter_h=2)) then MImigback=1;";Ordinal;migback;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;0;Ohne
;;;;;;;;;;;;;1;Einseitig
;;;;;;;;;;;;;2;Beidseitig
GEDA19;Migrationsstatus (1705);Migrationsstatus (170500);MImigrant;;17;Abt2_DS;Migrantenstatus;MImigback;"MImigrant wird aus MImigback abgeleitet.
Kein oder ein einseitiger Migrationshintergrund führt zur Kodierung ""Nicht-Migrant"". Ein beidseitiger Migrationshintergrund wird in MImigrant als ""Migrant"" kodiert.
MImigrant ist Missing, wenn MImigback Missing ist.";"if MImigback=2 then MImigrant=1;
if MImigback in (0 1) then MImigrant=2;
*Falls nicht klar war, ob ein Elternteil den Vertriebenenstatus hat, das andere Elternteil und der Befragte 
jedoch Deutsche sind, wird der Migrationshintergrund auf Missing belassen, da wir nicht wissen, ob ein 
einseitiger Migrationshintergrund vorliegt. Gem. der Definition ist der Befragte jedoch kein Migrant, da kein
beidseitiger Migrationshintergrund vorliegt.;
if MImigback=. and MIland=1 and (MIlandm=1 | MIlandv=1) then MImigrant=2;";Nominal;migrant;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Migrant
;;;;;;;;;;;;;2;Nicht-Migrant
GEDA19;Stamm (1801);Stamm (180100);corona1;;17;Abt2_DS;Corona Stichtag 15.03.2020;;Indikatorvariable für den Vergleich vor und nach Corona, Stichtag ist der 15.03.2020.;"corona1 = 0;
 if tvdate >= 20200315 then corona1 = 1;";Nominal;corona1f;;
;;;;;;;;;;;;;0;Vor dem 15.03.2020
;;;;;;;;;;;;;1;Ab dem 15.03.2020
GEDA19;Stamm (1801);Stamm (180100);corona2;;17;Abt2_DS;Corona Stichtag 30.03.2020;;Indikatorvariable für den Vergleich vor und nach Corona, Stichtag ist der 30.03.2020.;"corona2 = 0;
 if tvdate >= 20200330 then corona2 = 1;";Nominal;Corona2f;;
;;;;;;;;;;;;;0;Vor dem 30.03.2020
;;;;;;;;;;;;;1;Ab dem 30.03.2020
GEDA19;Stamm (1801);Stamm (180100);bulasa;;17;Abt2_DS;Bundesland (Selbstangabe);bulasa_h TVlau;"Die Variable bulasa wird aus der Selbstangabe bulasa_h gebildet. Wenn bulasa_h Missing ist und es eine Angabe in TVlau gibt, dann wird bulasa mit der Angabe aus TVlau aufgefüllt.
Bulasa ist Missing, wenn es weder in bula noch in TVlau gültige Angaben vorhanden sind.";;Nominal;bula1f;;
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;Schleswig-Holstein
;;;;;;;;;;;;;10;Saarland
;;;;;;;;;;;;;11;Berlin
;;;;;;;;;;;;;12;Brandenburg
;;;;;;;;;;;;;13;Mecklenburg-Vorpommern
;;;;;;;;;;;;;14;Sachsen
;;;;;;;;;;;;;15;Sachsen-Anhalt
;;;;;;;;;;;;;16;Thüringen
;;;;;;;;;;;;;2;Hamburg
;;;;;;;;;;;;;3;Niedersachsen
;;;;;;;;;;;;;4;Bremen
;;;;;;;;;;;;;5;Nordrhein-Westfalen
;;;;;;;;;;;;;6;Hessen
;;;;;;;;;;;;;7;Rheinland-Pfalz
;;;;;;;;;;;;;8;Baden-Württemberg
;;;;;;;;;;;;;9;Bayern
GEDA19;Stamm (1801);Stamm (180100);gkpol;;17;Abt2_DS;Politische Gemeindegrößenklasse (Stand: 13.12.2018);;;;Ordinal;gkpolSA;;
;;;;;;;;;;;;;-99;Keine Angabe
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;-98;Weiß nicht
;;;;;;;;;;;;;1;< 2000 Einw.
;;;;;;;;;;;;;2;2000 - <5000 Einw.
;;;;;;;;;;;;;3;5000 - <20.000 Einw.
;;;;;;;;;;;;;4;20.000 - <50.000 Einw
;;;;;;;;;;;;;5;50.000 - <100.000 Einw
;;;;;;;;;;;;;6;100.000 - <500.000 Einw.
;;;;;;;;;;;;;7;500.000 Einw. und mehr
GEDA19;Stamm (1801);Stamm (180100);gkpol4;;17;Abt2_DS;Politische Gemeindegrößenklasse (kateg. Stand: 13.12.2018);;;;Ordinal;gkpolSA4f;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Ländlich (< 5000 Einw.)
;;;;;;;;;;;;;2;Kleinstädtisch (5000 - <20.000 Einw.)
;;;;;;;;;;;;;3;Mittelstädtisch (20.000 - <100.000 Einw)
;;;;;;;;;;;;;4;Großstädtisch (100.000 Einw. und mehr)
GEDA19;Stamm (1801);Stamm (180100);ktyp4;;17;Abt2_DS;Siedlungsstruktureller Kreistyp (BBSR);kreis;;;Ordinal;ktyp4f;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Kreisfreie Großstädte
;;;;;;;;;;;;;2;Städtische Kreise
;;;;;;;;;;;;;3;Ländliche Kreise
;;;;;;;;;;;;;4;Dünn besiedelte ländliche Kreise
GEDA19;Stamm (1801);Stamm (180100);ns3;;17;Abt2_DS;Nord-Süd-Einteilung (3 Kategorien);bulaSA;;;Nominal;ns3f;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Nord
;;;;;;;;;;;;;2;Mitte
;;;;;;;;;;;;;3;Süd
GEDA19;Stamm (1801);Stamm (180100);PIDNR;;17;Abt2_DS;Pseudo-IDNR;;;;Nominal;;;
;;;;;;;;;;;;;;
GEDA19;Stamm (1801);Stamm (180100);reg4;;17;Abt2_DS;Region in 4 Kategorien;bulaSA;;;Nominal;reg4f;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Nordwest/Mitte
;;;;;;;;;;;;;2;NRW
;;;;;;;;;;;;;3;Ost
;;;;;;;;;;;;;4;Bay, BaWü
GEDA19;Stamm (1801);Stamm (180100);reg5;;17;Abt2_DS;Region in 5 Kategorien;bulaSA;;;Nominal;reg5f;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Nordwest
;;;;;;;;;;;;;2;NRW
;;;;;;;;;;;;;3;Mitte
;;;;;;;;;;;;;4;Ost
;;;;;;;;;;;;;5;Bay, BaWü
GEDA19;Stamm (1801);Stamm (180100);reg5b;;17;Abt2_DS;Region in 5 Kategorien (Version b);;;;Nominal;reg5b;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Nordwest
;;;;;;;;;;;;;2;Berlin
;;;;;;;;;;;;;3;Mitte, NRW
;;;;;;;;;;;;;4;Ost
;;;;;;;;;;;;;5;Bay, BaWü
GEDA19;Stamm (1801);Stamm (180100);reg6;;17;Abt2_DS;Region in 6 Kategorien;bulaSA;;;Nominal;reg6f;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Nordwest
;;;;;;;;;;;;;2;NRW
;;;;;;;;;;;;;3;Mitte
;;;;;;;;;;;;;4;Ost
;;;;;;;;;;;;;5;Bayern
;;;;;;;;;;;;;6;BaWü
GEDA19;Stamm (1801);Stamm (180100);reg7;;17;Abt2_DS;Region in 7 Kategorien (Nielsen-Gebiete);;;;Nominal;reg7f;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;1;Nordwest
;;;;;;;;;;;;;2;NRW
;;;;;;;;;;;;;3;Mitte
;;;;;;;;;;;;;4;Ost (Nord)
;;;;;;;;;;;;;5;Ost (Süd)
;;;;;;;;;;;;;6;Bayern
;;;;;;;;;;;;;7;BaWü
GEDA19;Stamm (1801);Stamm (180100);studie;;17;Abt2_DS;Studie;;;;Nominal;studiekz;;
;;;;;;;;;;;;;-97;Nicht erhoben
;;;;;;;;;;;;;15;KiGGS1
;;;;;;;;;;;;;16;DEGS1
;;;;;;;;;;;;;17;KiGGS2
;;;;;;;;;;;;;18;GEDA13
;;;;;;;;;;;;;21;GSTel03
;;;;;;;;;;;;;22;GSTel04
;;;;;;;;;;;;;23;GSTel05
;;;;;;;;;;;;;24;GSTel06
;;;;;;;;;;;;;25;GSTel07
;;;;;;;;;;;;;26;GEDA09
;;;;;;;;;;;;;27;GEDA10
;;;;;;;;;;;;;29;GEDA12
;;;;;;;;;;;;;36;OW91
;;;;;;;;;;;;;47;BGS98
;;;;;;;;;;;;;9;KiGGS
GEDA19;Stamm (1801);Stamm (180100);studieid;;17;Abt2_DS;Studien-ID;;;;Nominal;;;
;;;;;;;;;;;;;;
